Transition_From*, Transition_To*, First_Variable*, Second_Variable*, Chi_2, Cramer, Contingency, Joint_Entropy, Joint_Uncertainty, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_biofisico/bin_rnare, 104873.655700522, 0.247930710866436, 0.733981626588208, 4.89087523181908, 0.226590562396532, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_conflictos/Dist_ConflictosEEP, 12442.8264196221, 0.214918012940319, 0.348862041120212, 3.58389390768281, 0.0388377299242118, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_conflictos/Dist_ataques_felinos, 90163.5767413947, 0.316876103011795, 0.707830530528151, 3.93151615996841, 0.223316531607863, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_conflictos/Dist_atropellamiento_felinos, 57590.8039827923, 0.253250606043342, 0.625098912430086, 4.11234398150615, 0.154393080406738, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_conflictos/Dist_presencia_felinos, 43476.8058645285, 0.246012822755303, 0.571162484065064, 4.21760893686571, 0.119466040234025, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_Infraestructura/Bin_NuevosProyectos, 0, 0, 0, 2.66010748987371, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_Infraestructura/Bin_clasedesuelos, 84076.5656236152, 0.684221011095201, 0.695381606897929, 2.8190203928338, 0.262108144504472, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_Infraestructura/Bin_constru_rural, 205.703595462172, 0.114231986238157, 0.159480771567352, 2.85554567795005, 0.00812730894138908, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_Infraestructura/Bin_constru_urbana, 1843.52318831611, 0.623510149762653, 0.529089521703825, 0.765070002498314, 0.298578369267597, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_amenazas/Bin_Deslizamientos, 0, 0, 0, 2.49243407150092, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_amenazas/Bin_Inundaciones, 0, 0, 0, 0.840942916909926, 0, 
